,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
9744,378070.0,1,7.0,1480081.0,2.0,0,3,13320.9,12.9,19.0,0.0,383990.0,880462.0,0.0,0.0
9745,303776.0,1,7.5,1174162.0,9.0,0,3,19793.82,16.4,10.0,0.0,288268.0,650650.0,0.0,0.0
9746,120868.0,1,7.0,446652.0,2.0,2,3,8970.47,8.6,11.0,0.0,129789.0,238524.0,0.0,0.0
9747,92444.0,1,6.5,1634646.0,10.0,0,10,26971.83,13.7,9.0,1.0,164521.0,209132.0,0.0,1.0
9748,131890.0,1,7.0,1138974.0,5.0,2,3,16894.8,15.8,7.0,0.0,99883.0,127534.0,0.0,0.0
9749,278718.0,0,7.0,841662.0,4.0,2,3,18376.42,7.0,7.0,0.0,125666.0,167442.0,0.0,0.0
9750,467038.0,1,7.0,2650576.0,10.0,2,3,18841.16,21.0,10.0,0.0,263530.0,415712.0,0.0,0.0
9751,327492.0,0,6.5,1047945.0,5.0,0,11,14496.62,18.7,10.0,0.0,151905.0,213972.0,0.0,0.0
9752,178288.0,1,7.0,452884.0,5.0,2,3,4075.88,7.1,5.0,0.0,154242.0,381612.0,0.0,0.0
9753,323994.0,1,7.5,1492336.0,5.0,0,3,18778.65,13.0,11.0,0.0,324577.0,703802.0,0.0,0.0
9754,171886.0,1,7.5,482448.0,5.0,2,3,3839.52,19.5,6.0,1.0,115045.0,311234.0,1.0,0.0
9755,206074.0,1,7.0,1030370.0,7.0,0,3,19920.36,15.8,13.0,0.0,277286.0,368610.0,0.0,0.0
9756,42900.0,1,7.0,462384.0,1.0,0,3,10442.21,31.3,11.0,0.0,126521.0,324126.0,0.0,0.0
9757,443520.0,0,6.5,957600.0,5.0,2,5,3503.22,16.0,10.0,0.0,14611.0,211508.0,0.0,0.0
9758,263032.0,0,7.0,1326580.0,10.0,0,3,15366.25,26.0,10.0,0.0,151297.0,490732.0,0.0,0.0
9759,294558.0,1,6.5,1402922.0,4.0,0,3,14379.77,12.4,9.0,0.0,210463.0,417978.0,0.0,0.0
9760,198858.0,1,7.5,1335719.0,1.0,0,3,12021.49,13.7,11.0,0.0,176263.0,492976.0,0.0,0.0
9761,315172.0,0,7.0,605929.0,10.0,0,3,15299.75,16.2,13.0,0.0,325926.0,865590.0,0.0,0.0
9762,226358.0,0,7.0,1466363.0,10.0,2,3,22728.56,17.3,6.0,0.0,108205.0,413512.0,0.0,0.0
9763,261910.0,1,7.0,1225253.0,10.0,0,6,7912.93,19.3,18.0,1.0,272365.0,958562.0,1.0,0.0
9764,511610.0,1,7.0,1181477.0,9.0,1,3,27469.25,13.5,11.0,0.0,546668.0,718498.0,0.0,0.0
9765,85954.0,1,7.0,1020661.0,3.0,0,7,6566.21,16.6,5.0,0.0,26182.0,62238.0,0.0,0.0
9766,161216.0,1,7.0,686907.0,5.0,0,3,3600.5,26.9,8.0,1.0,134900.0,356598.0,1.0,0.0
9767,77154.0,1,7.5,1174162.0,10.0,0,3,15817.31,19.5,9.0,0.0,56962.0,231418.0,0.0,0.0
9768,657096.0,0,7.5,1174162.0,2.0,0,0,29887.95,19.9,23.0,0.0,401470.0,1003992.0,0.0,0.0
9769,246356.0,1,6.5,1174162.0,9.0,2,3,24133.99,16.5,17.0,0.0,209779.0,1428856.0,0.0,0.0
9770,465322.0,1,7.5,2411233.0,10.0,0,3,37575.16,24.0,15.0,0.0,1209825.0,2436280.0,0.0,0.0
9771,105600.0,1,7.5,1174162.0,10.0,2,7,30297.4,36.4,32.0,0.0,57589.0,2020656.0,0.0,0.0
9772,124586.0,1,7.0,999058.0,1.0,2,3,12738.17,8.4,6.0,0.0,97774.0,206954.0,0.0,0.0
9773,155320.0,1,7.0,1174162.0,4.0,0,3,6610.67,16.2,8.0,0.0,256956.0,921140.0,0.0,0.0
9774,223960.0,1,7.5,957429.0,4.0,0,3,12207.31,16.4,11.0,0.0,101954.0,275176.0,0.0,0.0
9775,117964.0,1,7.0,1174162.0,10.0,2,3,5969.99,18.5,7.0,0.0,60762.0,98824.0,0.0,0.0
9776,146168.0,1,7.0,1174162.0,1.0,2,3,7030.76,11.9,5.0,0.0,126578.0,428516.0,0.0,0.0
9777,219758.0,0,7.0,920493.0,1.0,0,2,18716.71,17.9,6.0,0.0,27246.0,142802.0,0.0,0.0
9778,215094.0,1,6.5,2225204.0,10.0,1,5,20026.76,45.8,12.0,0.0,290434.0,439032.0,0.0,0.0
9779,152108.0,1,7.0,975840.0,4.0,2,0,19435.67,9.0,13.0,0.0,213389.0,397892.0,0.0,0.0
9780,128524.0,1,6.5,1174162.0,10.0,2,3,13113.99,23.0,11.0,1.0,45049.0,310530.0,1.0,0.0
9781,216568.0,1,7.0,707028.0,9.0,2,3,14199.65,8.5,6.0,0.0,105051.0,149424.0,0.0,0.0
9782,618706.0,1,7.5,1174162.0,4.0,1,3,62212.46,20.9,11.0,0.0,4843708.0,7001874.0,0.0,0.0
9783,267608.0,0,6.5,581286.0,10.0,2,3,8331.69,21.6,7.0,0.0,259160.0,399564.0,0.0,0.0
9784,167860.0,0,7.0,1507631.0,1.0,0,2,11282.2,32.4,13.0,0.0,326363.0,1089044.0,0.0,0.0
9785,262064.0,1,7.5,1037381.0,10.0,0,3,24810.58,17.9,13.0,0.0,548492.0,1142240.0,0.0,0.0
9786,409442.0,1,7.5,930525.0,5.0,0,3,20006.24,16.5,17.0,0.0,409507.0,1335664.0,0.0,0.0
9787,255002.0,1,7.0,1669055.0,10.0,0,3,22393.21,27.3,12.0,0.0,183046.0,261030.0,0.0,0.0
9788,117326.0,1,7.0,475380.0,5.0,0,3,5783.79,14.5,6.0,1.0,45163.0,184800.0,1.0,0.0
9789,52800.0,1,6.5,1174162.0,6.0,1,3,9850.17,25.6,13.0,0.0,268831.0,391556.0,0.0,0.0
9790,647328.0,0,7.0,1261163.0,10.0,0,3,14293.13,23.5,11.0,0.0,506445.0,806608.0,0.0,0.0
9791,393272.0,1,7.0,1094400.0,10.0,2,3,24350.4,25.0,9.0,0.0,314013.0,421806.0,0.0,0.0
9792,179542.0,1,6.5,1783131.0,3.0,2,3,42200.71,9.6,9.0,0.0,470155.0,613734.0,0.0,0.0
9793,259886.0,0,7.0,1174162.0,3.0,1,3,38796.29,15.0,13.0,1.0,80693.0,101772.0,0.0,0.0
9794,346016.0,1,7.0,1885370.0,10.0,0,3,15585.7,13.0,6.0,0.0,249945.0,611842.0,0.0,0.0
9795,616990.0,1,7.5,1432581.0,5.0,0,3,22324.24,22.2,7.0,0.0,480890.0,607222.0,0.0,0.0
9796,72512.0,1,7.0,702069.0,3.0,2,11,10180.01,11.8,10.0,0.0,34314.0,150524.0,0.0,0.0
9797,450560.0,1,7.0,1653760.0,1.0,2,3,24255.21,24.1,12.0,0.0,107597.0,216282.0,0.0,0.0
9798,246268.0,1,7.0,1174162.0,5.0,2,3,17426.61,16.4,31.0,1.0,235068.0,1000692.0,1.0,0.0
9799,156508.0,1,7.5,868946.0,3.0,1,3,17813.26,19.3,7.0,0.0,194674.0,400400.0,0.0,0.0
9800,775082.0,1,7.0,1174162.0,10.0,0,3,38008.55,16.1,19.0,0.0,720423.0,1297318.0,0.0,0.0
9801,141944.0,1,7.5,689548.0,10.0,0,3,11951.95,13.7,11.0,0.0,140600.0,375144.0,0.0,0.0
9802,457380.0,0,7.5,1897568.0,10.0,2,3,57401.28,17.9,15.0,0.0,286349.0,837298.0,0.0,0.0
9803,65054.0,1,7.0,748980.0,4.0,2,3,16352.73,13.8,12.0,0.0,79002.0,220946.0,0.0,0.0
9804,111870.0,1,7.5,328567.0,3.0,2,3,1043.29,22.2,8.0,0.0,104063.0,933988.0,0.0,0.0
9805,219868.0,1,7.0,1234259.0,7.0,2,3,7899.25,16.6,11.0,2.0,243314.0,476718.0,0.0,0.0
9806,173844.0,1,7.0,1174162.0,5.0,2,3,11923.83,28.2,10.0,0.0,157092.0,280698.0,0.0,0.0
9807,220440.0,1,6.5,666330.0,3.0,2,3,13159.97,9.4,11.0,0.0,207119.0,330792.0,0.0,0.0
9808,195932.0,1,7.5,846032.0,8.0,1,3,5731.92,11.2,3.0,0.0,167086.0,311542.0,0.0,0.0
9809,438372.0,1,7.5,1892970.0,10.0,2,0,11168.58,33.7,7.0,0.0,109193.0,304656.0,0.0,0.0
9810,336578.0,1,7.0,1174162.0,10.0,0,3,18447.86,39.4,13.0,0.0,411521.0,1247356.0,0.0,0.0
9811,615208.0,1,7.5,2447808.0,8.0,0,3,6119.52,27.3,7.0,0.0,415340.0,1161622.0,0.0,0.0
9812,143352.0,1,7.0,1174162.0,3.0,2,3,2566.9,8.3,8.0,0.0,115349.0,321090.0,0.0,0.0
9813,162800.0,1,7.5,937270.0,10.0,1,2,19057.95,23.8,16.0,0.0,164331.0,910382.0,0.0,0.0
9814,84810.0,1,7.0,2216464.0,5.0,0,8,31954.01,11.4,12.0,0.0,256918.0,577632.0,0.0,0.0
9815,280214.0,0,7.0,633840.0,1.0,0,3,12940.71,15.6,11.0,0.0,164901.0,262284.0,0.0,0.0
9816,337920.0,0,7.0,1439744.0,3.0,0,7,28674.8,31.4,13.0,1.0,135451.0,719444.0,1.0,0.0
9817,562320.0,1,7.0,2428200.0,3.0,0,3,9854.35,17.8,12.0,1.0,109003.0,517242.0,1.0,0.0
9818,261734.0,0,6.5,847647.0,8.0,0,3,18012.57,11.5,12.0,0.0,291080.0,425546.0,0.0,0.0
9819,519376.0,1,7.0,1125028.0,9.0,2,3,22125.69,14.2,19.0,0.0,451478.0,964546.0,0.0,0.0
9820,436920.0,0,6.5,1754631.0,2.0,2,0,37139.68,17.7,8.0,0.0,369626.0,637846.0,0.0,0.0
9821,602382.0,1,7.0,1858010.0,5.0,2,3,19122.17,15.8,7.0,0.0,106628.0,182908.0,0.0,0.0
9822,463628.0,0,7.0,1830384.0,7.0,0,3,19524.02,21.0,11.0,0.0,513247.0,719488.0,0.0,0.0
9823,766304.0,1,7.5,4727200.0,7.0,0,3,22454.2,22.0,8.0,0.0,278217.0,521290.0,0.0,0.0
9824,224422.0,1,7.0,969095.0,4.0,1,3,21723.84,11.4,25.0,0.0,38000.0,628694.0,0.0,0.0
9825,78628.0,1,7.5,1086344.0,1.0,0,3,11279.92,13.1,6.0,0.0,300371.0,721600.0,0.0,0.0
9826,388388.0,0,7.0,1434918.0,10.0,2,11,9685.63,17.1,13.0,1.0,47405.0,363550.0,1.0,0.0
9827,356576.0,1,7.5,1077832.0,10.0,2,3,13293.35,17.2,8.0,0.0,224960.0,571230.0,0.0,0.0
9828,169862.0,1,6.5,408557.0,6.0,2,3,6638.98,7.4,6.0,0.0,97166.0,264726.0,0.0,0.0
9829,242880.0,1,7.5,953420.0,2.0,0,3,22564.21,12.1,21.0,0.0,200982.0,384032.0,0.0,0.0
9830,331672.0,1,7.0,811490.0,4.0,0,0,7709.06,15.1,6.0,0.0,157320.0,326436.0,0.0,0.0
9831,664752.0,0,7.0,2583468.0,5.0,0,3,43273.07,16.6,20.0,0.0,815860.0,1574474.0,0.0,0.0
9832,330330.0,1,7.0,1616615.0,10.0,2,3,25865.84,19.9,15.0,0.0,252814.0,455994.0,0.0,0.0
9833,199298.0,1,7.5,1816913.0,1.0,2,3,16200.73,21.2,5.0,0.0,322183.0,560142.0,0.0,0.0
9834,334026.0,1,7.5,807728.0,10.0,0,3,10164.05,34.4,31.0,0.0,288857.0,1600346.0,0.0,0.0
9835,170456.0,1,7.0,1139772.0,10.0,1,3,2678.43,26.0,6.0,1.0,109687.0,362868.0,1.0,0.0
9836,333124.0,1,7.0,1300246.0,10.0,0,3,13110.76,14.6,10.0,0.0,173128.0,384032.0,0.0,0.0
9837,333410.0,1,7.0,908276.0,10.0,2,3,7644.46,19.8,8.0,1.0,41382.0,281798.0,0.0,1.0
9838,258962.0,1,7.0,1714617.0,2.0,0,3,29434.04,29.2,21.0,0.0,253840.0,407638.0,0.0,0.0
9839,387970.0,1,7.0,1174162.0,1.0,2,3,12942.99,14.4,7.0,0.0,248121.0,355586.0,0.0,0.0
9840,441804.0,1,7.0,1602536.0,10.0,2,3,26709.06,32.6,22.0,0.0,526243.0,1111924.0,0.0,0.0
9841,246686.0,1,7.5,1308188.0,7.0,0,3,15371.19,12.5,6.0,0.0,131993.0,259490.0,0.0,0.0
9842,213598.0,1,7.0,1174162.0,2.0,1,0,16168.62,8.4,11.0,0.0,274398.0,407352.0,0.0,0.0
9843,110880.0,1,7.5,957600.0,10.0,2,3,14284.2,32.5,7.0,0.0,319542.0,778954.0,0.0,0.0
9844,312994.0,1,6.5,1547360.0,9.0,0,3,13668.41,22.0,9.0,1.0,337915.0,463606.0,1.0,0.0
9845,536536.0,1,7.0,1816381.0,10.0,2,5,12048.66,17.6,10.0,0.0,244321.0,1040072.0,0.0,0.0
9846,426602.0,0,6.5,892012.0,2.0,2,3,15089.8,17.8,9.0,0.0,244777.0,339020.0,0.0,0.0
9847,768768.0,0,6.5,1802112.0,10.0,0,3,20724.25,30.0,11.0,0.0,668648.0,1187450.0,0.0,0.0
9848,429396.0,1,7.5,2206508.0,9.0,0,3,26662.13,10.4,15.0,0.0,524267.0,1143208.0,0.0,0.0
9849,260942.0,1,7.5,1174162.0,3.0,2,3,13433.57,16.2,4.0,1.0,179284.0,239162.0,1.0,0.0
9850,515020.0,1,7.5,1667934.0,4.0,0,3,15289.49,12.2,11.0,0.0,363679.0,1019634.0,0.0,0.0
9851,179608.0,1,7.0,1174162.0,2.0,0,3,32719.71,33.0,17.0,0.0,437627.0,2051500.0,0.0,0.0
9852,567798.0,1,7.0,1174162.0,10.0,0,3,14880.23,26.8,14.0,0.0,586340.0,813076.0,0.0,0.0
9853,100892.0,1,7.5,164597.0,7.0,2,3,581.59,14.1,17.0,0.0,129732.0,2086216.0,0.0,0.0
9854,378774.0,1,7.0,2490501.0,1.0,2,3,24282.38,16.4,12.0,0.0,175408.0,434918.0,0.0,0.0
9855,167486.0,1,7.5,2603475.0,8.0,2,6,21261.76,29.0,9.0,0.0,105279.0,621940.0,0.0,0.0
9856,223564.0,1,7.0,965390.0,1.0,0,3,14963.64,8.3,14.0,0.0,255854.0,496232.0,0.0,0.0
9857,98010.0,1,7.0,1174162.0,2.0,2,3,6821.95,11.9,7.0,0.0,83182.0,161084.0,0.0,0.0
9858,541376.0,1,7.5,2711756.0,8.0,0,3,7276.43,25.8,8.0,0.0,419710.0,1119756.0,0.0,0.0
9859,189970.0,1,7.0,1174162.0,1.0,0,3,17178.85,19.8,6.0,0.0,84455.0,428868.0,0.0,0.0
9860,171732.0,1,7.0,797221.0,8.0,0,3,4411.23,6.6,8.0,1.0,8379.0,194062.0,0.0,0.0
9861,474166.0,1,7.5,2885226.0,4.0,2,3,35824.69,20.1,8.0,0.0,753882.0,1142548.0,0.0,0.0
9862,130174.0,1,7.0,1873780.0,10.0,0,3,6245.87,22.6,19.0,0.0,203015.0,1044802.0,0.0,0.0
9863,261338.0,1,6.5,1174162.0,2.0,2,11,5569.09,10.4,9.0,0.0,201438.0,339526.0,0.0,0.0
9864,176616.0,1,7.0,530974.0,5.0,0,7,11106.07,37.3,10.0,1.0,84949.0,228778.0,1.0,0.0
9865,492008.0,0,6.5,1358975.0,5.0,0,3,20271.48,17.0,7.0,0.0,70794.0,137324.0,0.0,0.0
9866,298716.0,0,7.0,1527904.0,10.0,0,3,16055.76,19.5,11.0,0.0,727453.0,1161820.0,0.0,0.0
9867,663454.0,1,7.0,1174162.0,4.0,0,3,22307.14,11.5,5.0,0.0,99959.0,151888.0,0.0,0.0
9868,462330.0,1,7.5,2452710.0,10.0,0,3,14470.97,16.4,8.0,0.0,538137.0,1354562.0,0.0,0.0
9869,358402.0,1,7.0,1354206.0,5.0,2,3,36676.27,16.9,13.0,0.0,111663.0,212652.0,0.0,0.0
9870,786786.0,0,6.5,1747278.0,10.0,2,3,24753.2,15.5,12.0,0.0,170981.0,1253032.0,0.0,0.0
9871,173910.0,1,7.0,1614563.0,3.0,2,3,13723.7,13.7,5.0,0.0,249812.0,345576.0,0.0,0.0
9872,222838.0,1,7.5,866039.0,10.0,0,3,8660.39,24.0,10.0,0.0,132088.0,213906.0,0.0,0.0
9873,93874.0,1,7.0,1174162.0,3.0,0,3,6615.42,14.9,4.0,0.0,305406.0,514734.0,0.0,0.0
9874,206294.0,1,7.0,853651.0,5.0,2,3,6103.56,11.3,13.0,0.0,198778.0,899030.0,0.0,0.0
9875,194458.0,1,7.5,1362167.0,1.0,0,3,16346.08,18.5,10.0,0.0,201058.0,596926.0,0.0,0.0
9876,258742.0,0,7.0,1117314.0,3.0,2,3,18249.5,10.5,11.0,0.0,153083.0,418066.0,0.0,0.0
9877,755458.0,0,6.5,2572448.0,2.0,0,3,16227.9,13.3,10.0,1.0,281219.0,422884.0,1.0,0.0
9878,670230.0,0,6.0,2025932.0,7.0,0,3,13084.16,12.9,8.0,0.0,81909.0,172106.0,0.0,0.0
9879,447260.0,1,7.5,1499632.0,10.0,0,3,12471.98,12.0,4.0,0.0,284335.0,386870.0,0.0,0.0
9880,407682.0,0,7.0,1736334.0,10.0,0,3,11228.24,16.5,13.0,0.0,284525.0,478170.0,0.0,0.0
9881,71236.0,1,6.5,700397.0,1.0,2,3,5544.96,17.2,11.0,0.0,21850.0,29238.0,0.0,0.0
9882,145750.0,1,7.0,747726.0,2.0,0,3,18755.66,12.4,7.0,0.0,160550.0,289124.0,0.0,0.0
9883,88550.0,1,7.5,984656.0,6.0,0,2,11947.39,31.6,11.0,1.0,445740.0,1159818.0,1.0,0.0
9884,276540.0,1,7.5,897997.0,8.0,0,3,4841.77,15.0,8.0,0.0,208810.0,572946.0,0.0,0.0
9885,767800.0,1,6.5,1582928.0,1.0,0,3,38122.17,14.1,18.0,0.0,736383.0,873620.0,0.0,0.0
9886,323796.0,0,7.0,2427497.0,10.0,0,3,31557.29,14.7,13.0,0.0,248064.0,323818.0,0.0,0.0
9887,165924.0,1,7.0,601369.0,10.0,2,3,9020.63,16.9,6.0,0.0,0.0,0.0,0.0,0.0
9888,264946.0,1,7.5,858078.0,1.0,1,3,11155.09,13.7,11.0,0.0,57437.0,588522.0,0.0,0.0
9889,353518.0,0,7.0,1049503.0,1.0,1,3,8474.76,28.7,15.0,0.0,342703.0,464112.0,0.0,0.0
9890,53174.0,1,7.0,1568754.0,10.0,0,8,15033.75,13.5,8.0,0.0,220362.0,296692.0,0.0,0.0
9891,449812.0,0,7.0,1174162.0,8.0,0,1,0.0,18.6,7.0,0.0,0.0,0.0,0.0,0.0
9892,771848.0,1,7.0,1174162.0,1.0,0,3,45709.44,15.2,23.0,0.0,199006.0,1124046.0,0.0,0.0
9893,219758.0,1,7.5,1138746.0,1.0,2,3,11577.27,25.2,13.0,0.0,136173.0,553234.0,0.0,0.0
9894,222332.0,1,7.0,2476270.0,6.0,0,3,23318.13,17.4,10.0,0.0,95000.0,132220.0,0.0,0.0
9895,315392.0,0,7.0,1174162.0,4.0,2,3,9283.78,8.6,9.0,0.0,143393.0,261470.0,0.0,0.0
9896,107118.0,1,7.0,462517.0,2.0,2,3,7014.99,8.2,8.0,0.0,80047.0,227744.0,0.0,0.0
9897,134860.0,1,7.0,1014961.0,7.0,2,3,24697.34,10.4,4.0,0.0,61408.0,129734.0,0.0,0.0
9898,108086.0,1,7.0,858705.0,10.0,2,3,25617.89,17.4,21.0,2.0,231287.0,339416.0,2.0,0.0
9899,717112.0,0,7.0,3337920.0,1.0,0,5,39498.72,19.6,9.0,0.0,362843.0,596794.0,0.0,0.0
9900,331056.0,0,7.0,1620168.0,8.0,0,3,22007.13,14.6,11.0,0.0,214472.0,448250.0,0.0,0.0
9901,265584.0,0,6.0,1796716.0,10.0,0,3,748.79,22.6,11.0,0.0,246297.0,639430.0,0.0,0.0
9902,524964.0,0,7.0,1174162.0,1.0,0,15,12152.4,10.9,5.0,0.0,192698.0,433268.0,0.0,0.0
9903,21538.0,1,7.0,1174162.0,10.0,2,3,13344.84,46.7,11.0,0.0,268527.0,333982.0,0.0,0.0
9904,119548.0,1,7.0,1536568.0,1.0,2,3,33292.18,17.8,21.0,0.0,82859.0,209022.0,0.0,0.0
9905,219252.0,1,7.0,1174162.0,1.0,1,15,22974.8,10.4,11.0,0.0,322259.0,617782.0,0.0,0.0
9906,353936.0,0,7.0,725971.0,7.0,2,3,6231.24,17.4,10.0,0.0,307857.0,645766.0,0.0,0.0
9907,189068.0,1,7.0,2477961.0,1.0,2,7,12410.61,18.5,4.0,1.0,84094.0,100056.0,1.0,0.0
9908,442376.0,1,7.0,2865390.0,5.0,2,7,28892.73,13.1,11.0,0.0,25194.0,251504.0,0.0,0.0
9909,120516.0,1,7.0,851580.0,2.0,2,3,17457.39,12.9,17.0,0.0,174952.0,265166.0,0.0,0.0
9910,242176.0,0,7.0,1719063.0,1.0,1,3,18193.45,22.3,12.0,0.0,120232.0,201190.0,0.0,0.0
9911,157674.0,1,7.0,461890.0,2.0,0,2,5581.06,16.2,4.0,0.0,126673.0,177364.0,0.0,0.0
9912,526636.0,1,7.0,1174162.0,5.0,2,3,16884.92,16.2,11.0,0.0,406315.0,723800.0,0.0,0.0
9913,316360.0,1,7.0,1174162.0,10.0,0,3,33654.13,21.5,12.0,0.0,403598.0,602228.0,0.0,0.0
9914,781088.0,0,7.0,5223138.0,1.0,0,5,56584.09,18.1,14.0,0.0,1831239.0,2282434.0,0.0,0.0
9915,266486.0,1,7.5,1726074.0,1.0,2,2,7939.91,21.5,8.0,0.0,47158.0,122166.0,0.0,0.0
9916,530486.0,1,7.0,1812885.0,10.0,0,3,29308.45,21.0,7.0,0.0,406410.0,572484.0,0.0,0.0
9917,160996.0,1,7.5,772464.0,4.0,2,3,17702.3,10.2,14.0,0.0,118674.0,754996.0,0.0,0.0
9918,534072.0,0,7.0,1402960.0,10.0,0,3,11223.68,12.6,8.0,0.0,604504.0,898502.0,0.0,0.0
9919,128172.0,1,6.0,1174162.0,1.0,2,3,9082.0,8.5,15.0,0.0,57038.0,137588.0,0.0,0.0
9920,335192.0,1,7.0,2508779.0,1.0,2,3,14446.27,16.8,8.0,0.0,317642.0,511544.0,0.0,0.0
9921,135058.0,1,7.5,1185771.0,10.0,0,3,11462.51,10.5,4.0,1.0,48013.0,56276.0,0.0,1.0
9922,223234.0,1,7.0,1156758.0,2.0,2,3,5668.08,13.0,7.0,0.0,156370.0,203214.0,0.0,0.0
9923,544412.0,0,6.5,1119480.0,1.0,1,3,12874.02,22.4,19.0,0.0,300276.0,617562.0,0.0,0.0
9924,305074.0,1,7.0,1053892.0,1.0,0,3,5585.62,16.6,4.0,0.0,258191.0,628034.0,0.0,0.0
9925,184272.0,1,6.5,1174162.0,1.0,2,3,11044.32,11.5,9.0,0.0,96178.0,289256.0,0.0,0.0
9926,367708.0,1,6.5,1755999.0,5.0,1,3,17120.9,22.1,11.0,1.0,269724.0,365706.0,1.0,0.0
9927,44286.0,1,7.5,344261.0,4.0,2,7,479.18,38.4,2.0,0.0,0.0,0.0,0.0,0.0
9928,48202.0,1,7.0,1174162.0,1.0,2,3,32659.67,17.5,11.0,0.0,425543.0,628474.0,0.0,0.0
9929,301686.0,1,7.0,702525.0,10.0,1,3,9601.27,14.1,10.0,0.0,196289.0,310486.0,0.0,0.0
9930,43582.0,1,7.5,1430282.0,10.0,0,5,31108.7,17.1,14.0,0.0,148504.0,719466.0,0.0,0.0
9931,173096.0,1,7.5,893057.0,5.0,0,3,18307.64,21.9,10.0,0.0,97014.0,226930.0,0.0,0.0
9932,76846.0,0,7.0,550031.0,9.0,1,3,8855.33,22.3,8.0,0.0,110542.0,337722.0,0.0,0.0
9933,325248.0,0,6.5,1460663.0,4.0,2,11,11478.28,19.5,2.0,0.0,232788.0,325138.0,0.0,0.0
9934,223410.0,1,7.0,702316.0,8.0,2,3,11354.21,12.1,4.0,2.0,140866.0,198924.0,1.0,0.0
9935,432564.0,1,6.5,1174162.0,10.0,2,3,28765.43,17.6,10.0,0.0,328130.0,605968.0,0.0,0.0
9936,621984.0,0,7.5,3165419.0,2.0,0,3,67264.94,23.9,22.0,0.0,825303.0,2325114.0,0.0,0.0
9937,306042.0,1,6.5,890302.0,4.0,2,1,838.28,5.1,3.0,1.0,35454.0,333850.0,0.0,1.0
9938,360690.0,0,7.0,1482209.0,9.0,2,3,16798.47,18.6,11.0,0.0,127889.0,326898.0,0.0,0.0
9939,64372.0,1,6.5,1204619.0,1.0,2,7,19575.13,14.5,7.0,0.0,274721.0,390324.0,0.0,0.0
9940,282854.0,1,7.0,948670.0,10.0,2,3,9012.46,30.5,13.0,1.0,228722.0,383834.0,1.0,0.0
9941,224598.0,1,7.0,1435393.0,7.0,0,5,5777.52,9.5,19.0,0.0,66253.0,1051006.0,0.0,0.0
9942,107360.0,1,6.5,1197665.0,1.0,2,0,23853.55,19.1,17.0,0.0,58425.0,277200.0,0.0,0.0
9943,100496.0,1,7.5,1832265.0,10.0,0,7,42172.4,21.7,22.0,0.0,165680.0,1400256.0,0.0,0.0
9944,325160.0,1,6.5,1160691.0,10.0,2,3,12090.46,21.5,9.0,0.0,219089.0,286000.0,0.0,0.0
9945,496166.0,1,7.0,981122.0,10.0,2,3,19785.84,17.7,13.0,0.0,246107.0,802714.0,0.0,0.0
9946,523028.0,1,7.5,1900969.0,2.0,2,3,31049.04,10.8,10.0,0.0,300409.0,772992.0,0.0,0.0
9947,265364.0,0,6.5,960678.0,10.0,0,3,23856.78,17.0,17.0,0.0,479693.0,1424170.0,0.0,0.0
9948,141262.0,1,7.0,410628.0,4.0,2,3,11258.07,5.8,25.0,0.0,199253.0,744216.0,0.0,0.0
9949,309210.0,1,7.5,1602232.0,10.0,2,3,30308.8,15.4,8.0,0.0,436677.0,688886.0,0.0,0.0
9950,180598.0,1,7.0,1251834.0,10.0,1,3,16899.74,13.4,11.0,1.0,41838.0,336402.0,1.0,0.0
9951,330132.0,1,7.0,1140456.0,6.0,2,3,16536.65,13.6,12.0,0.0,283404.0,447062.0,0.0,0.0
9952,405614.0,1,7.0,1167702.0,1.0,0,3,20337.41,16.6,11.0,0.0,216714.0,527142.0,0.0,0.0
9953,268202.0,0,6.5,1158126.0,5.0,0,3,31655.52,19.5,18.0,1.0,136743.0,449790.0,1.0,0.0
9954,428054.0,0,7.0,883443.0,10.0,0,3,7126.33,27.2,16.0,0.0,259996.0,632456.0,0.0,0.0
9955,626472.0,0,7.0,1449225.0,1.0,0,3,23187.6,17.0,14.0,0.0,489877.0,972928.0,0.0,0.0
9956,786412.0,0,7.5,1174162.0,10.0,0,3,27735.63,23.8,9.0,0.0,468825.0,840312.0,0.0,0.0
9957,185240.0,1,7.0,626620.0,2.0,0,3,8824.93,31.6,11.0,0.0,100548.0,171446.0,0.0,0.0
9958,258830.0,0,6.5,935180.0,10.0,0,3,7793.23,12.5,27.0,0.0,392996.0,1666874.0,0.0,0.0
9959,392326.0,1,6.0,1174162.0,2.0,0,3,39528.93,39.3,21.0,0.0,962673.0,1763718.0,0.0,0.0
9960,40128.0,1,7.0,808773.0,1.0,0,11,23252.2,7.0,13.0,0.0,115254.0,352110.0,0.0,0.0
9961,188980.0,1,7.5,1340621.0,4.0,0,3,2793.0,6.7,5.0,0.0,129922.0,362494.0,0.0,0.0
9962,445412.0,1,6.5,1557924.0,5.0,2,3,36481.52,20.5,14.0,1.0,382109.0,472208.0,1.0,0.0
9963,157982.0,1,7.0,1174162.0,1.0,1,3,10359.75,17.0,16.0,1.0,129637.0,403524.0,1.0,0.0
9964,534336.0,1,7.0,1922800.0,10.0,0,11,9790.32,12.0,5.0,1.0,45524.0,311960.0,1.0,0.0
